/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_40_717.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_40_717.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_40_717.jpg, 0, 0, 0, 7.912309E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_40_822.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_40_822.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_40_822.jpg, 0, 0, 0, 7.914931E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_40_926.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_40_926.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_40_926.jpg, 0, 0, 0, 8.07294E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_030.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_030.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_030.jpg, 0, 0, 0, 7.845564E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_136.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_136.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_136.jpg, 0, 0, 0, 7.809694E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_241.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_241.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_241.jpg, 0, 0, 0, 7.902236E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_346.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_346.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_346.jpg, 0, 0, 0, 7.798513E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_450.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_450.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_450.jpg, 0, 0, 0, 7.802905E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_559.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_559.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_559.jpg, 0, 0, 0, 7.779213E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_660.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_660.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_660.jpg, 0, 0, 0, 8.191722E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_764.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_764.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_764.jpg, 0, 0, 0, 7.782486E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_870.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_870.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_870.jpg, 0, 0, 0, 7.997664E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_41_978.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_41_978.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_41_978.jpg, 0, 0, 0, 7.827912E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_42_080.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_42_080.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_42_080.jpg, 0, 0, 0, 7.873587E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_42_184.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_42_184.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_42_184.jpg, 0, 0, 0, 7.834138E-05
/home/sanil/Documents/self-driving3/IMG/center_2018_12_19_16_48_42_288.jpg, /home/sanil/Documents/self-driving3/IMG/left_2018_12_19_16_48_42_288.jpg, /home/sanil/Documents/self-driving3/IMG/right_2018_12_19_16_48_42_288.jpg, 0, 0, 0, 7.901427E-05
